 Order ID , Order Item ID , Order YearMonth , Order Year , Order Month , Order Day ,Order Time,Order Quantity,Product Department,Product Category,Product Name, Customer ID ,Customer Market,Customer Region,Customer Country,Warehouse Country,Shipment Year,Shipment Month,Shipment Day,Shipment Mode, Shipment Days - Scheduled , Gross Sales , Discount % , Profit 
33675,84044,201603,2016,3,15,08:40,2,Outdoors,Electronics,Titleist Pro V1 High Numbers Personalized Gol,7653,North America,West of USA,USA,USA,2016,3,20,Standard Class,4,104,0.09,100
37836,94419,201605,2016,5,12,02:16,4,Outdoors,Electronics,Titleist Pro V1x Golf Balls,1901,North America,East of USA,USA,USA,2016,5,17,Standard Class,4,192,0.13,107
37996,94855,201605,2016,5,22,04:22,3,Outdoors,Electronics,Titleist Pro V1x Golf Balls,2026,North America,West of USA,USA,USA,2016,5,28,Standard Class,4,144,0.06,107
39853,99427,201607,2016,7,6,07:17,5,Outdoors,Electronics,Titleist Pro V1x High Numbers Golf Balls,6950,North America,South of  USA,USA,USA,2016,7,8,Standard Class,4,240,0.04,104
41201,102836,201608,2016,8,4,17:55,4,Outdoors,Electronics,Titleist Pro V1x High Numbers Personalized Go,8136,North America,US Center,USA,USA,2016,8,8,Standard Class,4,208,0.02,122
45381,113394,201609,2016,9,13,02:27,3,Outdoors,Electronics,Titleist Pro V1x High Numbers Golf Balls,7051,Pacific Asia,Central Asia,Uzbekistan,USA,2016,9,18,Standard Class,4,144,0.13,104
51048,127579,201611,2016,11,5,00:06,2,Outdoors,Electronics,Titleist Pro V1x Golf Balls,5884,Africa,Central Africa,Angola,USA,2016,11,9,Standard Class,4,96,0.05,107
51835,129510,201611,2016,11,19,00:26,4,Outdoors,Electronics,Titleist Pro V1x Golf Balls,1174,LATAM,Central America,Mexico,USA,2016,11,23,Standard Class,4,192,0.12,107
15,45,201701,2017,1,23,17:41,3,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,2568,LATAM,South America,Brazil,USA,2017,1,29,Standard Class,4,96,0.07,60
41,105,201701,2017,1,26,15:45,4,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,8136,LATAM,Caribbean,Dominican Republic,USA,2017,2,1,First Class,1,128,0.17,69
915,2280,201702,2017,2,19,09:04,3,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,8495,LATAM,Central America,Mexico,USA,2017,2,25,Second Class,2,96,0.03,69
3986,9902,201501,2015,1,1,04:54,5,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,702,LATAM,Caribbean,Dominican Republic,USA,2015,1,7,Same Day,3,160,0.12,60
8155,20370,201501,2015,1,15,16:05,5,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,11835,LATAM,Central America,Mexico,USA,2015,1,17,Standard Class,4,160,0.15,69
11388,28477,201502,2015,2,22,06:35,2,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,3256,Europe,Western Europe,France,USA,2015,2,25,Second Class,2,64,0.09,69
11905,29756,201503,2015,3,27,06:00,2,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,10827,Europe,Northern Europe,United Kingdom,USA,2015,3,29,Same Day,3,64,0.05,69
13906,34808,201505,2015,5,22,08:02,2,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,4170,Europe,Western Europe,France,USA,2015,5,24,Standard Class,4,64,0.18,60
19878,49681,201509,2015,9,19,13:07,3,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,7043,Europe,Northern Europe,United Kingdom,USA,2015,9,21,Standard Class,4,96,0.07,69
21361,53415,201510,2015,10,24,18:09,4,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,4020,Pacific Asia,South Asia,India,USA,2015,10,30,First Class,1,128,0.2,60
23883,59784,201511,2015,11,7,11:28,2,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,6333,Pacific Asia,Oceania,Australia,USA,2015,11,9,First Class,1,64,0.18,60
35511,88696,201606,2016,6,18,17:28,3,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Carolina,4339,North America,US Center,USA,USA,2016,6,21,Standard Class,4,96,0.02,73
43955,109792,201608,2016,8,29,21:55,4,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,12378,Africa,North Africa,Egypt,USA,2016,9,1,Standard Class,4,128,0.15,60
51396,128444,201611,2016,11,22,07:37,2,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,2741,LATAM,Central America,Mexico,USA,2016,11,22,Standard Class,4,64,0.2,60
51635,129022,201612,2016,12,13,04:57,4,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,9633,LATAM,South America,Brazil,USA,2016,12,19,Standard Class,4,128,0.07,60
55346,138409,201704,2017,4,3,20:23,4,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,11894,LATAM,South America,Brazil,USA,2017,4,7,Standard Class,4,128,0.01,60
55983,139974,201704,2017,4,4,14:57,2,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,5685,LATAM,Central America,Mexico,USA,2017,4,6,Standard Class,4,64,0.25,60
935,2342,201501,2015,1,14,15:13,3,Footwear,Electronics,Under Armour Kids' Mercenary Slide,10086,LATAM,South America,Colombia,USA,2015,1,20,Second Class,2,84,0.05,60
13615,34104,201507,2015,7,18,17:35,5,Footwear,Electronics,Under Armour Men's Compression EV SL Slide,8186,Europe,Western Europe,Netherlands,USA,2015,7,24,Standard Class,4,225,0.06,81
23008,57592,201512,2015,12,2,20:22,2,Footwear,Electronics,Under Armour Women's Ignite Slide,6660,Pacific Asia,Eastern Asia,China,USA,2015,12,6,Standard Class,4,64,0.03,75
27888,69818,201602,2016,2,12,02:03,2,Footwear,Electronics,Under Armour Women's Ignite Slide,4226,Pacific Asia,South Asia,India,USA,2016,2,16,Standard Class,4,64,0.17,75
37841,94436,201607,2016,7,6,09:02,4,Footwear,Electronics,Under Armour Women's Ignite PIP VI Slide,822,North America,East of USA,USA,USA,2016,7,8,Standard Class,4,128,0.03,70
39348,98230,201607,2016,7,28,09:00,5,Footwear,Electronics,Under Armour Women's Ignite Slide,2113,North America,East of USA,USA,USA,2016,8,1,Standard Class,4,160,0.12,75
41661,103995,201608,2016,8,31,03:21,4,Footwear,Electronics,Under Armour Women's Ignite PIP VI Slide,11723,Europe,Eastern Europe,Russia,USA,2016,9,2,Standard Class,4,128,0.06,70
51396,128440,201701,2017,1,20,05:57,2,Footwear,Electronics,Under Armour Men's Compression EV SL Slide,2741,LATAM,Central America,Mexico,USA,2017,1,22,Standard Class,4,90,0.01,81
4193,10474,201503,2015,3,3,04:38,5,Footwear,Electronics,Under Armour Women's Ignite PIP VI Slide,7432,LATAM,Central America,El Salvador,USA,2015,3,7,Standard Class,4,160,0.09,70
4985,12478,201503,2015,3,14,18:07,5,Footwear,Electronics,Under Armour Kids' Mercenary Slide,12020,LATAM,South America,Colombia,USA,2015,3,20,Standard Class,4,140,0.13,60
5585,13928,201503,2015,3,23,12:19,3,Footwear,Electronics,Under Armour Kids' Mercenary Slide,11588,LATAM,Central America,Honduras,USA,2015,3,29,Standard Class,4,84,0.01,60
8155,20371,201504,2015,4,30,00:42,5,Footwear,Electronics,Under Armour Women's Ignite Slide,11835,LATAM,Central America,Mexico,USA,2015,5,6,Standard Class,4,160,0.13,75
11223,28059,201506,2015,6,13,19:33,2,Footwear,Electronics,Under Armour Women's Ignite Slide,3184,Europe,Western Europe,Germany,USA,2015,6,17,Standard Class,4,64,0.12,75
25263,63309,201601,2016,1,4,18:24,2,Footwear,Electronics,Under Armour Kids' Mercenary Slide,2600,Pacific Asia,Eastern Asia,China,USA,2016,1,8,Second Class,2,56,0.12,60
27626,69173,201602,2016,2,8,06:16,2,Footwear,Electronics,Under Armour Women's Ignite Slide,200,Pacific Asia,Oceania,Australia,USA,2016,2,10,Standard Class,4,64,0.2,75
27858,69740,201602,2016,2,11,15:32,3,Footwear,Electronics,Under Armour Women's Ignite PIP VI Slide,142,Pacific Asia,South Asia,India,USA,2016,2,15,Standard Class,4,96,0.17,70
29508,73851,201603,2016,3,6,17:36,4,Footwear,Electronics,Under Armour Kids' Mercenary Slide,8395,Pacific Asia,Oceania,Australia,USA,2016,3,10,Second Class,2,112,0.04,60
45205,112933,201610,2016,10,21,20:58,3,Footwear,Electronics,Under Armour Women's Ignite Slide,7495,Pacific Asia,West Asia,Turkey,USA,2016,10,27,Standard Class,4,96,0.1,75
45533,113782,201610,2016,10,26,15:53,4,Footwear,Electronics,Under Armour Men's Compression EV SL Slide,8774,Africa,West Africa,Nigeria,USA,2016,10,27,Same Day,3,180,0.25,81
49246,123121,201612,2016,12,19,20:43,5,Footwear,Electronics,Under Armour Women's Ignite Slide,8038,Pacific Asia,West Asia,Turkey,USA,2016,12,21,First Class,1,160,  -  ,75
49361,123385,201612,2016,12,21,13:00,3,Footwear,Electronics,Under Armour Kids' Mercenary Slide,7460,Europe,Eastern Europe,Ukraine,USA,2016,12,23,Second Class,2,84,0.07,60
275,691,201501,2015,1,4,23:59,3,Footwear,Cardio Equipment,Nike Women's Tempo Shorts,10942,LATAM,Central America,Honduras,USA,2015,1,5,Same Day,3,90,0.13,55
395,980,201501,2015,1,6,18:02,4,Footwear,Cardio Equipment,Nike Women's Tempo Shorts,3934,LATAM,Caribbean,Dominican Republic,USA,2015,1,12,Standard Class,4,120,0.12,55
15308,38284,201508,2015,8,12,10:43,3,Footwear,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,9895,Europe,Western Europe,Germany,USA,2015,8,16,Standard Class,4,165,  -  ,99
17551,43882,201509,2015,9,14,04:32,5,Footwear,Cardio Equipment,Nike Women's Tempo Shorts,9145,Europe,Western Europe,Germany,USA,2015,9,16,Standard Class,4,150,0.05,55
19833,49572,201510,2015,10,17,12:01,4,Footwear,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,11343,Europe,Southern Europe,Spain,USA,2015,10,19,First Class,1,220,0.17,99
31955,79879,201604,2016,4,11,10:54,2,Footwear,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,7211,North America,US Center,USA,USA,2016,4,17,Second Class,2,70,0.17,66
39288,98089,201607,2016,7,27,11:59,4,Footwear,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,8052,North America,South of  USA,USA,USA,2016,7,31,Second Class,2,140,0.2,66
43893,109625,201610,2016,10,2,17:19,4,Footwear,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,10090,Africa,East Africa,Tanzania,USA,2016,10,4,First Class,1,220,0.16,99
45603,113977,201610,2016,10,27,16:24,4,Footwear,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,8156,Africa,West Africa,Guinea,USA,2016,10,31,Standard Class,4,220,0.12,99
51036,127550,201701,2017,1,14,23:50,5,Footwear,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,3302,Europe,Eastern Europe,Poland,USA,2017,1,16,First Class,1,275,0.15,99
53366,133336,201702,2017,2,18,00:08,2,Footwear,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,10480,LATAM,South America,Brazil,USA,2017,2,20,Standard Class,4,70,0.09,66
63285,158222,201707,2017,7,12,19:12,3,Footwear,Boxing & MMA,Brooks Women's Ghost 6 Running Shoe,845,Europe,Northern Europe,United Kingdom,USA,2017,7,18,Standard Class,4,270,0.03,145
67018,167520,201709,2017,9,5,07:02,5,Footwear,Boxing & MMA,Nike Women's Free 5.0 TR FIT PRT 4 Training S,4323,Europe,Southern Europe,Spain,USA,2017,9,9,Second Class,2,475,0.1,214
1795,4482,201501,2015,1,17,19:56,3,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,9128,LATAM,Central America,Mexico,USA,2015,1,22,First Class,1,135,0.09,106
5196,12980,201501,2015,1,21,17:50,2,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,9899,LATAM,Central America,El Salvador,USA,2015,1,23,First Class,1,90,0.13,106
11551,28878,201502,2015,2,7,22:11,3,Fitness,Baseball & Softball,adidas Kids' F5 Messi FG Soccer Cleat,6707,Europe,Northern Europe,United Kingdom,USA,2015,2,12,Second Class,2,105,0.02,58
17693,44206,201503,2015,3,3,17:36,2,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,8124,Europe,Northern Europe,United Kingdom,USA,2015,3,5,Second Class,2,90,0.25,106
21206,53042,201503,2015,3,17,20:02,3,Fitness,Baseball & Softball,adidas Kids' F5 Messi FG Soccer Cleat,2687,Pacific Asia,Oceania,Australia,USA,2015,3,19,Second Class,2,105,0.2,58
29508,73850,201503,2015,3,28,14:35,2,Fitness,Lacrosse,Under Armour Men's Tech II T-Shirt,8395,Pacific Asia,Oceania,Australia,USA,2015,4,2,Second Class,2,50,0.15,59
35538,88758,201504,2015,4,21,20:30,4,Fitness,Lacrosse,Under Armour Men's Tech II T-Shirt,1579,North America,West of USA,USA,USA,2015,4,23,Same Day,3,100,0.25,59
47036,117556,201506,2015,6,27,13:35,3,Fitness,Lacrosse,Under Armour Men's Tech II T-Shirt,11801,Europe,Eastern Europe,Ukraine,USA,2015,7,3,Second Class,2,75,0.03,59
53035,132550,201507,2015,7,26,20:01,5,Fitness,Lacrosse,Under Armour Men's Tech II T-Shirt,11251,LATAM,Central America,Honduras,USA,2015,8,1,First Class,1,125,0.16,59
53318,133216,201507,2015,7,30,18:16,3,Fitness,Lacrosse,Under Armour Men's Tech II T-Shirt,9908,LATAM,South America,Brazil,USA,2015,8,1,Second Class,2,75,0.16,59
61266,153266,201509,2015,9,12,18:33,3,Fitness,Soccer,Elevation Training Mask 2.0,6367,LATAM,Central America,Honduras,USA,2015,9,17,Second Class,2,240,0.03,160
5331,13324,201511,2015,11,6,13:03,4,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,3361,LATAM,South America,Venezuela,USA,2015,11,8,Standard Class,4,180,0.07,106
19878,49679,201601,2016,1,17,05:14,4,Fitness,Lacrosse,Under Armour Men's Tech II T-Shirt,7043,Europe,Northern Europe,United Kingdom,USA,2016,1,19,Standard Class,4,100,0.13,59
25688,64328,201602,2016,2,13,14:50,4,Fitness,Baseball & Softball,adidas Kids' F5 Messi FG Soccer Cleat,5920,Pacific Asia,Eastern Asia,China,USA,2016,2,17,Standard Class,4,140,0.06,58
29856,74694,201603,2016,3,11,19:32,4,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,771,Pacific Asia,Southeast Asia,Thailand,USA,2016,3,13,Standard Class,4,180,0.15,106
39283,98073,201604,2016,4,14,21:56,3,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,905,North America,East of USA,USA,USA,2016,4,17,Standard Class,4,135,0.12,106
41316,103137,201604,2016,4,18,17:01,3,Fitness,Tennis & Racquet,Nike Men's Comfort 2 Slide,11527,Pacific Asia,South Asia,Iran,USA,2016,4,20,Standard Class,4,135,0.03,106
41506,103605,201604,2016,4,19,08:05,4,Fitness,Baseball & Softball,adidas Kids' F5 Messi FG Soccer Cleat,5765,Africa,North Africa,Egypt,USA,2016,4,25,Standard Class,4,140,0.16,58
45956,114854,201604,2016,4,21,02:29,2,Fitness,Baseball & Softball,adidas Kids' F5 Messi FG Soccer Cleat,3896,Africa,North Africa,Morocco,USA,2016,4,23,Standard Class,4,70,0.12,58
67066,167649,201608,2016,8,2,18:38,4,Fitness,Soccer,Elevation Training Mask 2.0,7231,Europe,Northern Europe,Sweden,USA,2016,8,3,Standard Class,4,320,  -  ,160
2783,6987,201608,2016,8,17,09:40,4,Fitness,Hockey,Nike Dri-FIT Crew Sock 6 Pack,2615,LATAM,South America,Brazil,USA,2016,8,17,Standard Class,4,88,0.2,36
6153,15378,201609,2016,9,20,13:29,2,Fitness,Hockey,Nike Women's Legend V-Neck T-Shirt,8148,LATAM,Central America,Mexico,USA,2016,9,22,Standard Class,4,50,0.25,58
7595,19021,201610,2016,10,10,22:34,3,Fitness,Hockey,Nike Women's Legend V-Neck T-Shirt,2970,LATAM,South America,Colombia,USA,2016,10,12,First Class,1,75,0.15,58
9563,23884,201610,2016,10,14,01:53,2,Fitness,Hockey,Nike Dri-FIT Crew Sock 6 Pack,245,LATAM,Central America,Mexico,USA,2016,10,16,Second Class,2,44,0.09,36
21611,54034,201611,2016,11,11,00:27,2,Fitness,Hockey,Nike Women's Legend V-Neck T-Shirt,8536,Pacific Asia,Southeast Asia,Indonesia,USA,2016,11,17,Standard Class,4,50,  -  ,58
23028,57648,201611,2016,11,12,12:11,5,Fitness,Hockey,Nike Dri-FIT Crew Sock 6 Pack,8753,Pacific Asia,Eastern Asia,China,USA,2016,11,15,Standard Class,4,110,0.17,36
23533,58861,201611,2016,11,21,21:27,5,Fitness,Hockey,Nike Dri-FIT Crew Sock 6 Pack,1394,Pacific Asia,South Asia,India,USA,2016,11,27,Standard Class,4,110,0.16,36
27993,70053,201612,2016,12,7,22:29,4,Fitness,Hockey,Nike Women's Legend V-Neck T-Shirt,11415,Pacific Asia,South Asia,Afghanistan,USA,2016,12,12,Second Class,2,100,0.04,58
33238,83049,201701,2017,1,20,02:48,2,Fitness,Hockey,Nike Dri-FIT Crew Sock 6 Pack,12142,North America,US Center,USA,USA,2017,1,23,Standard Class,4,44,0.15,36
45285,113149,201703,2017,3,13,13:56,2,Fitness,Hockey,Nike Dri-FIT Crew Sock 6 Pack,7621,Pacific Asia,West Asia,Turkey,USA,2017,3,15,Second Class,2,44,0.18,36
5395,13455,201502,2015,2,25,00:47,2,Golf,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,532,LATAM,South America,Brazil,USA,2015,2,27,First Class,1,60,0.1,63
15383,38467,201505,2015,5,10,12:57,3,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,1377,Europe,Western Europe,France,Puerto Rico,2015,5,16,Second Class,2,90,0.2,68
21048,52620,201602,2016,2,3,12:03,5,Golf,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,12419,Pacific Asia,Southeast Asia,Cambodia,USA,2016,2,9,First Class,1,150,0.15,63
25021,62699,201603,2016,3,16,19:42,2,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,9405,Pacific Asia,Southeast Asia,Cambodia,USA,2016,3,21,Standard Class,4,60,0.02,68
35963,89816,201608,2016,8,15,06:52,4,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,1547,North America,West of USA,USA,USA,2016,8,21,Standard Class,4,120,0.03,68
35963,89814,201608,2016,8,23,22:17,4,Golf,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,1547,North America,West of USA,USA,USA,2016,8,26,Standard Class,4,120,0.16,63
43653,109032,201610,2016,10,11,20:17,5,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,9585,Europe,Eastern Europe,Russia,USA,2016,10,13,Standard Class,4,150,0.12,68
53978,134965,201704,2017,4,12,10:02,4,Golf,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,2292,LATAM,South America,Argentina,USA,2017,4,18,Second Class,2,120,  -  ,63
55621,139113,201704,2017,4,20,22:59,3,Golf,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,7670,LATAM,Central America,Nicaragua,USA,2017,4,26,Same Day,3,90,0.17,63
55983,139973,201702,2017,2,5,23:27,2,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,5685,LATAM,Central America,Mexico,USA,2017,2,8,Standard Class,4,60,0.17,68
9323,23259,201508,2015,8,20,01:36,5,Golf,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,10350,LATAM,South America,Chile,USA,2015,8,26,Standard Class,4,350,0.01,139
13891,34787,201510,2015,10,18,07:39,5,Golf,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,10744,Europe,Northern Europe,United Kingdom,USA,2015,10,23,Standard Class,4,125,0.17,48
17885,44685,201602,2016,2,6,04:31,2,Golf,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,10250,Europe,Western Europe,France,USA,2016,2,11,First Class,1,60,0.18,71
17978,44915,201602,2016,2,7,22:12,3,Golf,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,6108,Europe,Southern Europe,Italy,USA,2016,2,11,Second Class,2,90,0.06,71
19975,49939,201602,2016,2,27,04:18,2,Golf,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,9844,Europe,Western Europe,France,USA,2016,3,1,Standard Class,4,140,0.03,139
21666,54179,201603,2016,3,8,09:12,4,Golf,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,4331,Pacific Asia,Eastern Asia,China,Puerto Rico,2016,3,10,First Class,1,120,0.01,71
27603,69109,201604,2016,4,13,21:46,3,Golf,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,2811,Pacific Asia,Southeast Asia,Philippines,USA,2016,4,15,Standard Class,4,75,0.09,48
27628,69177,201604,2016,4,21,02:50,4,Golf,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,3710,Pacific Asia,Oceania,Australia,USA,2016,4,24,Standard Class,4,120,0.01,71
29621,74113,201606,2016,6,16,18:52,4,Golf,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,1185,Pacific Asia,Eastern Asia,China,USA,2016,6,17,Standard Class,4,100,0.15,48
33968,84763,201612,2016,12,3,00:04,5,Golf,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,7541,North America,East of USA,USA,USA,2016,12,5,Same Day,3,125,0.15,48
35095,87644,201702,2017,2,16,22:54,3,Golf,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,3794,North America,South of  USA,USA,USA,2017,2,18,Second Class,2,75,0.2,48
35683,89124,201703,2017,3,18,14:27,3,Golf,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,6182,North America,West of USA,USA,USA,2017,3,20,Second Class,2,75,0.16,48
35826,89471,201501,2015,1,14,19:46,5,Golf,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,1414,North America,US Center,USA,USA,2015,1,18,Same Day,3,350,0.01,139
37295,93116,201503,2015,3,2,10:46,2,Golf,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,10114,North America,West of USA,USA,USA,2015,3,5,Standard Class,4,50,0.09,48
39258,98003,201509,2015,9,30,04:31,5,Golf,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,4891,North America,South of  USA,USA,USA,2015,10,3,First Class,1,350,0.2,139
41316,103138,201601,2016,1,1,05:37,4,Golf,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,11527,Pacific Asia,South Asia,Iran,USA,2016,1,3,Standard Class,4,100,0.13,48
51533,128786,201612,2016,12,10,16:42,4,Golf,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,1940,LATAM,Caribbean,Cuba,USA,2016,12,14,Standard Class,4,120,0.09,71
53256,133080,201701,2017,1,25,19:05,2,Golf,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,819,LATAM,Caribbean,Cuba,Puerto Rico,2017,1,27,First Class,1,140,0.04,139
55325,138346,201704,2017,4,3,04:16,2,Golf,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,3518,LATAM,South America,Brazil,USA,2017,4,6,First Class,1,140,  -  ,139
57025,142642,201707,2017,7,10,12:12,3,Golf,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,9432,LATAM,South America,Venezuela,USA,2017,7,14,Second Class,2,75,  -  ,48
57265,143242,201708,2017,8,19,15:17,3,Golf,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,3582,LATAM,Central America,Mexico,USA,2017,8,21,Second Class,2,210,0.03,139
8526,21280,201505,2015,5,5,10:41,4,Outdoors,Golf Gloves,Clicgear Rovic Cooler Bag,396,LATAM,Central America,Mexico,USA,2015,5,5,Same Day,3,160,0.06,87
9135,22791,201505,2015,5,14,08:02,2,Golf,Girls' Apparel,TYR Boys' Team Digi Jammer,5422,LATAM,Central America,Mexico,USA,2015,5,20,Standard Class,4,80,0.07,94
13523,33893,201507,2015,7,17,09:21,4,Outdoors,Golf Gloves,Clicgear Rovic Cooler Bag,314,Europe,Northern Europe,United Kingdom,USA,2015,7,21,Second Class,2,160,0.01,87
15396,38506,201508,2015,8,13,17:33,3,Golf,Girls' Apparel,TYR Boys' Team Digi Jammer,2385,Europe,Western Europe,Germany,USA,2015,8,15,Standard Class,4,120,0.15,94
21828,54585,201511,2015,11,15,14:58,5,Golf,Girls' Apparel,TYR Boys' Team Digi Jammer,6724,Pacific Asia,Eastern Asia,South Korea,USA,2015,11,17,First Class,1,200,0.16,94
27906,69848,201602,2016,2,12,08:21,3,Outdoors,Golf Gloves,Clicgear Rovic Cooler Bag,3839,Pacific Asia,Oceania,Australia,USA,2016,2,14,Standard Class,4,120,0.16,87
35596,88887,201606,2016,6,3,14:30,4,Outdoors,Golf Gloves,Clicgear Rovic Cooler Bag,3969,North America,South of  USA,USA,Puerto Rico,2016,6,5,Standard Class,4,160,0.03,87
45366,113352,201610,2016,10,24,05:22,2,Golf,Girls' Apparel,TYR Boys' Team Digi Jammer,5905,Pacific Asia,West Asia,Saudi Arabia,USA,2016,10,26,Second Class,2,80,0.02,94
45645,114088,201610,2016,10,28,07:07,3,Outdoors,Golf Gloves,Clicgear Rovic Cooler Bag,10853,Pacific Asia,West Asia,Iraq,USA,2016,11,3,Standard Class,4,120,0.06,87
4558,11416,201503,2015,3,4,16:01,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,10116,LATAM,Caribbean,Dominican Republic,USA,2015,3,9,Second Class,2,160,0.13,97
37995,94849,201602,2016,2,19,04:40,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,10095,North America,West of USA,USA,USA,2016,2,25,Second Class,2,160,0.17,97
39803,99319,201604,2016,4,28,08:57,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,7768,North America,US Center,USA,USA,2016,5,3,Second Class,2,160,0.03,97
53263,133091,201701,2017,1,24,13:39,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,1597,LATAM,Caribbean,Haiti,USA,2017,1,27,Second Class,2,160,0.13,97
55603,139076,201703,2017,3,22,15:51,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,4707,LATAM,Central America,Panama,USA,2017,3,26,Second Class,2,160,0.1,97
2966,7401,201503,2015,3,8,12:31,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,2852,LATAM,Caribbean,Dominican Republic,USA,2015,3,12,First Class,1,160,0.25,97
23226,58160,201602,2016,2,24,18:51,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,759,Pacific Asia,South Asia,India,USA,2016,2,26,Second Class,2,160,0.13,97
27226,68216,201604,2016,4,10,09:20,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,3764,Pacific Asia,Oceania,Australia,USA,2016,4,12,Second Class,2,160,0.1,97
33846,84487,201607,2016,7,14,04:07,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,2615,North America,West of USA,USA,USA,2016,7,20,Second Class,2,160,0.16,97
41936,104687,201611,2016,11,16,22:41,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,1031,Pacific Asia,West Asia,Georgia,USA,2016,11,18,First Class,1,160,0.06,97
43206,107933,201612,2016,12,10,23:00,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,682,North America,Canada,Canada,USA,2016,12,12,First Class,1,160,0.01,97
51343,128322,201702,2017,2,24,20:26,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,2917,LATAM,Central America,Honduras,USA,2017,2,26,First Class,1,160,0.18,97
